100,84,0.0659993
101,70,0.1
102,44,0.1329996
103,11,0.1659993
103,75,0.2
104,59,0.2329996
105,44,0.2659993
106,15,0.3
106,84,0.3329996
107,69,0.3670003
108,39,0.4
109,04,0.4329996
109,72,0.4670003
110,62,0.5
111,48,0.5329996
112,37,0.5670003
113,27,0.6
113,99,0.6329996
114,72,0.6670003
15,57,0.7
16,43,0.7340006
117,29,0.7670003
118,01,0.8
,,
,,
,,
121,16,0.9340006
122,02,0.9670003
122,93,1.001001
123,81,1.0340006
124,69,1.0670003
125,42,1.101001
126,29,1.1340006
126,99,1.1670003
127,70,1.201001
128,58,1.2340006
129,43,1.2670003
130,13,1.301001
130,80,1.3340006
131,63,1.3680013
132,35,1.401001
133,20,1.4340006
134,06,1.4680013
134,95,1.501001
135,86,1.5340006
136,75,1.5680013
137,44,1.601001
138,29,1.6340006
139,21,1.6680013
140,10,1.701001
140,97,1.7350016
141,86,1.7680013
142,76,1.801001
143,60,1.8350016
144,33,1.8680013
145,19,1.901001
146,08,1.9350016
146,99,1.9680013
147,83,2.002002
148,51,2.0350016
149,22,2.0680013
150,09,2.102002
150,95,2.1350016
151,68,2.1680013
152,59,2.202002
,,
154,48,2.2680013
15523,2.302002,
156,09,2.3350016
15695,2.3690023,
157,82,2.402002
158,57,2.4350016
159,40,2.4690023
160,28,2.502002
161,16,2.5350016
162,03,2.5690023
162,95,2.602002
163,88,2.6350016
164,77,2.6690023
165,67,2.702002
166,71,2.7360026
167,58,2.7690023
168,46,2.802002
169,19,2.8360026
169,90,2.8690023
170,80,2.902002
,,
,,
173,44,3.003003
173,85,3.0360026
,,
