247,97,0.0659993
249,77,0.1
,,
253,03,0.1659993
254,59,0.2
256,29,0.2329996
257,78,0.2659993
259,34,0.3
260,95,0.3329996
262,56,0.3670003
,,
265,98,0.4329996
267,61,0.4670003
269,31,0.5
270,84,0.5329996
27236,0.5670003,
273,84,0.6
275,67,0.6329996
277,54,0.6670003
279,29,0.7
281,01,0.7340006
282,55,0.7670003
,,
286,03,0.8340006
287,64,0.8670003
289,24,0.9
291,00,0.9340006
292,83,0.9670003
294,56,1.001001
296,16,1.0340006
297,76,1.0670003
299,55,1.101001
301,18,1.1340006
30289,1.1670003,
304,59,1.201001
306,13,1.2340006
307,87,1.2670003
309,43,1.301001
,,
31295,1.3680013,
314,63,1.401001
316,27,1.4340006
317,84,1.4680013
319,31,1.501001
320,98,1.5340006
32281,1.5680013,
324,56,1.601001
326,19,1.6340006
327,07,1.6680013
329,47,1.701001
331,28,1.7350016
332,97,1.7680013
334,63,1.801001
336,37,1.8350016
338,01,1.8680013
339,70,1.901001
341,41,1.9350016
342,95,1.9680013
344,64,2.002002
346,23,2.0350016
347,86,2.0680013
349,50,2.102002
351,33,2.1350016
353,05,2.1680013
354,66,2.202002
356,27,2.2350016
,,
359,52,2.302002
361,11,2.3350016
362,82,2.3690023
364,73,2.402002
366,62,2.4350016
368,45,2.4690023
370,16,2.502002
371,76,2.5350016
373,49,2.5690023
375,15,2.602002
376,95,2.6350016
378,67,2.6690023
380,47,2.702002
382,00,2.7360026
,,
385,76,2.802002
387,58,2.8360026
389,41,2.8690023
391,14,2.902002
392,70,2.9360026
394,47,2.9690023
396,17,3.003003
397,86,3.0360026
399,75,3.0690023
401,59,3.103003
403,35,3.1360026
404,06,3.1690023
,,
